Serial Number,Zone_ID,ID_Campagne_Vaccination,Region,District,Aire_de_sante,Nom_du_site,ID_Site,date_debut_enregistrement,GPS_Lat,GPS_Long,Trajet_Km,Niveau_accessibilite,Moyen_transport,Immatriculation_vehicule,Carte_grise,Nom_chauffeur,Permis_conduire,Statut_site,ID_Superviseur,Nom_Superviseur,ID_Agent_Sante,Nom_Agent_Sante,Profession_Agent,Fonction_Agent,Experience_Vaccination,Annees_Experience,Formation_Specifique,Approbation_Formation_Superviseur,ID_Materiel,Nom_materiel,Type_materiel,Stock_Depart,Stock_transporte,Materiel_Fonctionnel,Nom_Demandeur,Temperature_Conservation,Date_Transport,Lieu_Depart,Lieu_Arrivee,Date_Arrivee,Nom_Receveur,Stock_Restant,Rupture_Stock,Date_fin_enregistrement
373,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-12-17,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,374,Nkongho Samuel,Infirmier,Vaccinateur,Oui,5,Rubéole,Non,1,Glacière,Froid,152,139,Oui,Tchinda Jules,6.5,2024-12-14,Depot Central Douala,Centre Communautaire Nkongsamba,2024-12-16,Nkongho Samuel,9,Non,2025-02-18
374,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-12-17,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,374,Nkongho Samuel,Infirmier,Vaccinateur,Oui,5,Rubéole,Non,2,Thermos,Froid,97,69,Oui,Tchinda Jules,2.6,2024-12-16,Depot Central Douala,Centre Communautaire Nkongsamba,2024-12-17,Nkongho Samuel,67,Non,2025-02-18
375,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-12-17,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,374,Nkongho Samuel,Infirmier,Vaccinateur,Oui,5,Rubéole,Non,3,Kit seringues,Consumable,158,118,Non,Tchinda Jules,N/A,2024-12-15,Depot Central Douala,Centre Communautaire Nkongsamba,2024-12-16,Nkongho Samuel,97,Non,2025-02-18
376,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-12-17,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,374,Nkongho Samuel,Infirmier,Vaccinateur,Oui,5,Rubéole,Non,4,Carnets,Papeterie,80,75,Oui,Tchinda Jules,N/A,2024-12-16,Depot Central Douala,Centre Communautaire Nkongsamba,2024-12-17,Nkongho Samuel,43,Non,2025-02-18
377,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-12-25,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,958,Nguimdo Jean,Aide-soignant,Enregistreur,Oui,7,Rubéole,Oui,1,Glacière,Froid,129,83,Non,Tchinda Jules,7.6,2024-12-23,Depot Central Douala,Centre Communautaire Nkongsamba,2024-12-24,Nguimdo Jean,38,Non,2025-02-25
378,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-12-25,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,958,Nguimdo Jean,Aide-soignant,Enregistreur,Oui,7,Rubéole,Oui,2,Thermos,Froid,157,126,Oui,Tchinda Jules,6.0,2024-12-23,Depot Central Douala,Centre Communautaire Nkongsamba,2024-12-24,Nguimdo Jean,74,Non,2025-02-25
379,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-12-25,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,958,Nguimdo Jean,Aide-soignant,Enregistreur,Oui,7,Rubéole,Oui,3,Kit seringues,Consumable,140,75,Oui,Tchinda Jules,N/A,2024-12-24,Depot Central Douala,Centre Communautaire Nkongsamba,2024-12-25,Nguimdo Jean,21,Non,2025-02-25
380,Zone 4,RUB-122024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-12-25,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,958,Nguimdo Jean,Aide-soignant,Enregistreur,Oui,7,Rubéole,Oui,4,Carnets,Papeterie,169,134,Non,Tchinda Jules,N/A,2024-12-23,Depot Central Douala,Centre Communautaire Nkongsamba,2024-12-25,Nguimdo Jean,101,Non,2025-02-25
381,Zone 4,POL-032024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-03-03,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,747,Essama Victor,Relais communautaire,Mobilisateur,Non,0,Polio,Oui,1,Glacière,Froid,153,96,Non,Tchinda Jules,7.2,2024-03-02,Depot Central Douala,Centre Communautaire Nkongsamba,2024-03-03,Essama Victor,59,Non,2024-05-02
382,Zone 4,POL-032024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-03-03,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,747,Essama Victor,Relais communautaire,Mobilisateur,Non,0,Polio,Oui,2,Thermos,Froid,194,131,Non,Tchinda Jules,2.8,2024-03-01,Depot Central Douala,Centre Communautaire Nkongsamba,2024-03-02,Essama Victor,125,Non,2024-05-02
383,Zone 4,POL-032024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-03-03,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,747,Essama Victor,Relais communautaire,Mobilisateur,Non,0,Polio,Oui,3,Kit seringues,Consumable,132,67,Non,Tchinda Jules,N/A,2024-03-02,Depot Central Douala,Centre Communautaire Nkongsamba,2024-03-03,Essama Victor,45,Non,2024-05-02
384,Zone 4,POL-032024-LIT,Littoral,Nkongsamba,Nkongsamba Urbain,Centre Communautaire Nkongsamba,LIT-COMM-04,2024-03-03,3.817972,9.639444,2,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,747,Essama Victor,Relais communautaire,Mobilisateur,Non,0,Polio,Oui,4,Carnets,Papeterie,138,111,Non,Tchinda Jules,N/A,2024-03-01,Depot Central Douala,Centre Communautaire Nkongsamba,2024-03-03,Essama Victor,74,Non,2024-05-02
385,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2024-03-09,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,818,Abena Rose,Infirmier,Vaccinateur,Non,0,Polio,Non,1,Glacière,Froid,151,29,Non,Tchinda Jules,5.1,2024-03-06,Depot Central Douala,HD Bepanda,2024-03-08,Abena Rose,10,Non,2024-05-06
386,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2024-03-09,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,818,Abena Rose,Infirmier,Vaccinateur,Non,0,Polio,Non,2,Thermos,Froid,154,107,Oui,Tchinda Jules,3.9,2024-03-07,Depot Central Douala,HD Bepanda,2024-03-08,Abena Rose,5,Non,2024-05-06
387,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2024-03-09,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,818,Abena Rose,Infirmier,Vaccinateur,Non,0,Polio,Non,3,Kit seringues,Consumable,76,27,Non,Tchinda Jules,N/A,2024-03-07,Depot Central Douala,HD Bepanda,2024-03-08,Abena Rose,21,Non,2024-05-06
388,Zone 1,POL-032024-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2024-03-09,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,818,Abena Rose,Infirmier,Vaccinateur,Non,0,Polio,Non,4,Carnets,Papeterie,179,15,Oui,Tchinda Jules,N/A,2024-03-07,Depot Central Douala,HD Bepanda,2024-03-09,Abena Rose,6,Non,2024-05-06
389,Zone 1,ROU-062025-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2025-06-08,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,585,Abanda Claire,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,1,Glacière,Froid,84,77,Oui,Tchinda Jules,4.1,2025-06-07,Depot Central Douala,HD Bepanda,2025-06-08,Abanda Claire,68,Non,2025-07-30
390,Zone 1,ROU-062025-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2025-06-08,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,585,Abanda Claire,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,2,Thermos,Froid,181,172,Non,Tchinda Jules,2.2,2025-06-07,Depot Central Douala,HD Bepanda,2025-06-08,Abanda Claire,17,Non,2025-07-30
391,Zone 1,ROU-062025-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2025-06-08,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,585,Abanda Claire,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,151,53,Oui,Tchinda Jules,N/A,2025-06-06,Depot Central Douala,HD Bepanda,2025-06-07,Abanda Claire,0,Oui,2025-07-30
392,Zone 1,ROU-062025-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2025-06-08,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,585,Abanda Claire,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,4,Carnets,Papeterie,153,34,Non,Tchinda Jules,N/A,2025-06-06,Depot Central Douala,HD Bepanda,2025-06-07,Abanda Claire,23,Non,2025-07-30
393,Zone 1,ROU-062025-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2025-06-04,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,229,Essama Victor,Relais communautaire,Mobilisateur,Oui,1,Rougeole,Oui,1,Glacière,Froid,164,62,Oui,Tchinda Jules,3.4,2025-06-02,Depot Central Douala,HD Bepanda,2025-06-03,Essama Victor,25,Non,2025-07-30
394,Zone 1,ROU-062025-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2025-06-04,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,229,Essama Victor,Relais communautaire,Mobilisateur,Oui,1,Rougeole,Oui,2,Thermos,Froid,109,92,Non,Tchinda Jules,3.5,2025-06-03,Depot Central Douala,HD Bepanda,2025-06-05,Essama Victor,7,Non,2025-07-30
395,Zone 1,ROU-062025-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2025-06-04,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,229,Essama Victor,Relais communautaire,Mobilisateur,Oui,1,Rougeole,Oui,3,Kit seringues,Consumable,57,49,Non,Tchinda Jules,N/A,2025-06-03,Depot Central Douala,HD Bepanda,2025-06-05,Essama Victor,11,Non,2025-07-30
396,Zone 1,ROU-062025-LIT,Littoral,Bonassama,Bepanda,HD Bepanda,LIT-BEPA-03,2025-06-04,4.033504,9.736552,24,Facile,Piéton,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,229,Essama Victor,Relais communautaire,Mobilisateur,Oui,1,Rougeole,Oui,4,Carnets,Papeterie,57,39,Non,Tchinda Jules,N/A,2025-06-03,Depot Central Douala,HD Bepanda,2025-06-05,Essama Victor,26,Non,2025-07-30
397,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2025-06-19,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,851,Nji Jean,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,1,Glacière,Froid,72,69,Non,Tchinda Jules,4.2,2025-06-18,Depot Central Douala,CSI Deido 3,2025-06-20,Nji Jean,33,Non,2025-08-21
398,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2025-06-19,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,851,Nji Jean,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,2,Thermos,Froid,187,148,Non,Tchinda Jules,5.3,2025-06-18,Depot Central Douala,CSI Deido 3,2025-06-20,Nji Jean,22,Non,2025-08-21
399,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2025-06-19,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,851,Nji Jean,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,59,46,Oui,Tchinda Jules,N/A,2025-06-18,Depot Central Douala,CSI Deido 3,2025-06-20,Nji Jean,8,Non,2025-08-21
400,Zone 1,ROU-062025-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2025-06-19,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,851,Nji Jean,Infirmier,Vaccinateur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,83,75,Non,Tchinda Jules,N/A,2025-06-17,Depot Central Douala,CSI Deido 3,2025-06-18,Nji Jean,56,Non,2025-08-21
401,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2024-12-13,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,781,Mboumba Samuel,Aide-soignant,Enregistreur,Oui,6,Rubéole,Oui,1,Glacière,Froid,79,65,Non,Tchinda Jules,2.2,2024-12-11,Depot Central Douala,CSI Deido 3,2024-12-12,Mboumba Samuel,31,Non,2025-02-02
402,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2024-12-13,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,781,Mboumba Samuel,Aide-soignant,Enregistreur,Oui,6,Rubéole,Oui,2,Thermos,Froid,188,110,Non,Tchinda Jules,2.6,2024-12-12,Depot Central Douala,CSI Deido 3,2024-12-14,Mboumba Samuel,17,Non,2025-02-02
403,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2024-12-13,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,781,Mboumba Samuel,Aide-soignant,Enregistreur,Oui,6,Rubéole,Oui,3,Kit seringues,Consumable,108,100,Oui,Tchinda Jules,N/A,2024-12-10,Depot Central Douala,CSI Deido 3,2024-12-12,Mboumba Samuel,20,Non,2025-02-02
404,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2024-12-13,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,781,Mboumba Samuel,Aide-soignant,Enregistreur,Oui,6,Rubéole,Oui,4,Carnets,Papeterie,122,110,Non,Tchinda Jules,N/A,2024-12-12,Depot Central Douala,CSI Deido 3,2024-12-13,Mboumba Samuel,82,Non,2025-02-02
405,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2024-12-13,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,738,Fotsing Claire,Relais communautaire,Mobilisateur,Oui,1,Rubéole,Non,1,Glacière,Froid,148,78,Non,Tchinda Jules,5.6,2024-12-12,Depot Central Douala,CSI Deido 3,2024-12-14,Fotsing Claire,45,Non,2025-02-16
406,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2024-12-13,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,738,Fotsing Claire,Relais communautaire,Mobilisateur,Oui,1,Rubéole,Non,2,Thermos,Froid,188,15,Non,Tchinda Jules,5.6,2024-12-11,Depot Central Douala,CSI Deido 3,2024-12-12,Fotsing Claire,9,Non,2025-02-16
407,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2024-12-13,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,738,Fotsing Claire,Relais communautaire,Mobilisateur,Oui,1,Rubéole,Non,3,Kit seringues,Consumable,167,148,Oui,Tchinda Jules,N/A,2024-12-11,Depot Central Douala,CSI Deido 3,2024-12-12,Fotsing Claire,35,Non,2025-02-16
408,Zone 1,RUB-122024-LIT,Littoral,Deido,Deido Nord,CSI Deido 3,LIT-DEID-04,2024-12-13,3.948569,9.758363,14,Difficile,Moto,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,738,Fotsing Claire,Relais communautaire,Mobilisateur,Oui,1,Rubéole,Non,4,Carnets,Papeterie,142,105,Oui,Tchinda Jules,N/A,2024-12-10,Depot Central Douala,CSI Deido 3,2024-12-11,Fotsing Claire,99,Non,2025-02-16
409,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2024-12-23,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,440,Nguimdo Jean,Infirmier,Vaccinateur,Non,0,Rubéole,Oui,1,Glacière,Froid,115,62,Non,Tchinda Jules,6.0,2024-12-21,Depot Central Douala,HD Ndokoti,2024-12-22,Nguimdo Jean,35,Non,2025-02-22
410,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2024-12-23,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,440,Nguimdo Jean,Infirmier,Vaccinateur,Non,0,Rubéole,Oui,2,Thermos,Froid,107,30,Oui,Tchinda Jules,6.2,2024-12-21,Depot Central Douala,HD Ndokoti,2024-12-23,Nguimdo Jean,20,Non,2025-02-22
411,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2024-12-23,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,440,Nguimdo Jean,Infirmier,Vaccinateur,Non,0,Rubéole,Oui,3,Kit seringues,Consumable,68,25,Oui,Tchinda Jules,N/A,2024-12-22,Depot Central Douala,HD Ndokoti,2024-12-24,Nguimdo Jean,18,Non,2025-02-22
412,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2024-12-23,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,440,Nguimdo Jean,Infirmier,Vaccinateur,Non,0,Rubéole,Oui,4,Carnets,Papeterie,141,87,Non,Tchinda Jules,N/A,2024-12-21,Depot Central Douala,HD Ndokoti,2024-12-22,Nguimdo Jean,12,Non,2025-02-22
413,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2025-06-04,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,782,Nji Jean,Aide-soignant,Enregistreur,Oui,4,Rougeole,Oui,1,Glacière,Froid,167,163,Oui,Tchinda Jules,5.5,2025-06-02,Depot Central Douala,HD Ndokoti,2025-06-03,Nji Jean,111,Non,2025-07-25
414,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2025-06-04,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,782,Nji Jean,Aide-soignant,Enregistreur,Oui,4,Rougeole,Oui,2,Thermos,Froid,107,27,Oui,Tchinda Jules,3.0,2025-06-01,Depot Central Douala,HD Ndokoti,2025-06-03,Nji Jean,27,Non,2025-07-25
415,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2025-06-04,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,782,Nji Jean,Aide-soignant,Enregistreur,Oui,4,Rougeole,Oui,3,Kit seringues,Consumable,181,28,Oui,Tchinda Jules,N/A,2025-06-01,Depot Central Douala,HD Ndokoti,2025-06-02,Nji Jean,0,Oui,2025-07-25
416,Zone 2,ROU-062025-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2025-06-04,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,782,Nji Jean,Aide-soignant,Enregistreur,Oui,4,Rougeole,Oui,4,Carnets,Papeterie,52,23,Non,Tchinda Jules,N/A,2025-06-02,Depot Central Douala,HD Ndokoti,2025-06-03,Nji Jean,1,Non,2025-07-25
417,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2024-12-06,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,411,Abena Serge,Relais communautaire,Mobilisateur,Oui,10,Rubéole,Oui,1,Glacière,Froid,57,14,Oui,Tchinda Jules,3.9,2024-12-03,Depot Central Douala,HD Ndokoti,2024-12-04,Abena Serge,10,Non,2025-02-06
418,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2024-12-06,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,411,Abena Serge,Relais communautaire,Mobilisateur,Oui,10,Rubéole,Oui,2,Thermos,Froid,119,26,Oui,Tchinda Jules,5.3,2024-12-05,Depot Central Douala,HD Ndokoti,2024-12-06,Abena Serge,18,Non,2025-02-06
419,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2024-12-06,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,411,Abena Serge,Relais communautaire,Mobilisateur,Oui,10,Rubéole,Oui,3,Kit seringues,Consumable,197,26,Oui,Tchinda Jules,N/A,2024-12-05,Depot Central Douala,HD Ndokoti,2024-12-07,Abena Serge,0,Oui,2025-02-06
420,Zone 2,RUB-122024-LIT,Littoral,Logbaba,Ndokoti,HD Ndokoti,LIT-NDOK-02,2024-12-06,3.938208,9.716291,39,Moyen,Piéton,N/A,N/A,N/A,N/A,Temporaire,1,Tchinda Jules,411,Abena Serge,Relais communautaire,Mobilisateur,Oui,10,Rubéole,Oui,4,Carnets,Papeterie,153,38,Oui,Tchinda Jules,N/A,2024-12-05,Depot Central Douala,HD Ndokoti,2024-12-07,Abena Serge,37,Non,2025-02-06
421,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2024-03-13,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,793,Mballa Joseph,Médecin,Vaccinateur,Non,0,Polio,Non,1,Glacière,Froid,76,29,Non,Tchinda Jules,7.8,2024-03-12,Depot Central Douala,CSI Loum 3,2024-03-13,Mballa Joseph,0,Oui,2024-05-16
422,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2024-03-13,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,793,Mballa Joseph,Médecin,Vaccinateur,Non,0,Polio,Non,2,Thermos,Froid,106,22,Non,Tchinda Jules,3.5,2024-03-12,Depot Central Douala,CSI Loum 3,2024-03-14,Mballa Joseph,6,Non,2024-05-16
423,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2024-03-13,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,793,Mballa Joseph,Médecin,Vaccinateur,Non,0,Polio,Non,3,Kit seringues,Consumable,98,50,Non,Tchinda Jules,N/A,2024-03-10,Depot Central Douala,CSI Loum 3,2024-03-12,Mballa Joseph,44,Non,2024-05-16
424,Zone 2,POL-032024-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2024-03-13,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,793,Mballa Joseph,Médecin,Vaccinateur,Non,0,Polio,Non,4,Carnets,Papeterie,152,31,Non,Tchinda Jules,N/A,2024-03-10,Depot Central Douala,CSI Loum 3,2024-03-11,Mballa Joseph,2,Non,2024-05-16
425,Zone 2,ROU-062025-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2025-06-11,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,601,Fotsing Claire,Aide-soignant,Enregistreur,Oui,5,Rougeole,Non,1,Glacière,Froid,135,106,Non,Tchinda Jules,5.7,2025-06-09,Depot Central Douala,CSI Loum 3,2025-06-10,Fotsing Claire,70,Non,2025-08-08
426,Zone 2,ROU-062025-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2025-06-11,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,601,Fotsing Claire,Aide-soignant,Enregistreur,Oui,5,Rougeole,Non,2,Thermos,Froid,194,56,Non,Tchinda Jules,2.8,2025-06-09,Depot Central Douala,CSI Loum 3,2025-06-11,Fotsing Claire,31,Non,2025-08-08
427,Zone 2,ROU-062025-LIT,Littoral,Loum,Loum Urbain,CSI Loum 3,LIT-LOUM-03,2025-06-11,3.868018,9.718308,41,Facile,Moto,N/A,N/A,N/A,N/A,Inactif,1,Tchinda Jules,601,Fotsing Claire,Aide-soignant,Enregistreur,Oui,5,Rougeole,Non,3,Kit seringues,Consumable,178,121,Non,Tchinda Jules,N/A,2025-06-10,Depot Central Douala,CSI Loum 3,2025-06-11,Fotsing Claire,50,Non,2025-08-08
